A	@@@noun::e
MBA	@@@noun::Ema_bI_e/ema.bI.e.{vANijya_praSAsana_meM_snAwakowwara}
MBE	@@@noun::Ema_bI_I/britiSa_rAjya_kA_saxasya
MC	@@@noun::kOYMgaresa_saxasya/senA_paxaka{britena_meM}
MCC	@@@noun::Ema_cI_cI/rARtrIya_pariRaxa_kA_saxasya
MD	@@@noun::Ema_dI/snawakowwara_cikiwsaka/mahAprabanXaka
MFC	@@@noun::MFC
MHz	@@@noun::megAhartjZa
MO	@@@noun::cikiwsA_aXikArI
MOD	@@@noun::surakRA_maMwrAlaya
MOT	@@@noun::vAhana_parIkRaNa/parivahana_maMwrAlaya
MP	@@@noun::senA-pulisa_kA_sipAhI/ema_pI
MRW	@@@noun::ema_Ara_dablyU
MSc	@@@noun::ema_esa_sI
MV	@@@noun::motara-powa
Mach	@@@noun::mEka
Machiavellian	@@@adjective::kapatapUrNa
Madeira	@@@noun::mediyarA_SarAba
Mademoiselle	@@@noun::kumArI
Madonna	@@@noun::kumArI_mariyA
Mafia	@@@noun::mAPZiyA
Magenta	@@@noun::mEjeMtA_kA_yuxXa
Magyar	@@@adjective::mEgyAra@@@noun::mEgyAra
MahaBodhivriksha	@@@noun::mahAboXivqkRa
Maharaja	@@@noun::mahArAjA
Major	@@@noun::mejara
Maker	@@@noun::ISvara
Malabo	@@@noun::malAbo
Malawi	@@@noun::malAvI
Malaya	@@@noun::malaya
Malaysia	@@@noun::maleSiyA
Mammon	@@@noun::Xanasampawwi{ko_ISvara_mAnanA}
Manchester	@@@noun::mEnacestara
Mandarin	@@@noun::mEMdarina
Manila	@@@noun::manIlA
Manx	@@@adjective::Aila_OYPZa_mEna_saMbaMXI@@@noun::mEMksa
Maori	@@@adjective::mAorI_saMbaMXI@@@noun::mAorI
Marathon	@@@noun::mErAWana
March	@@@noun::mArca
Marine	@@@noun::nOsEnika
Mars	@@@noun::maMgala_graha
Martian	@@@adjective::maMgala_graha_sabaMXI
Martiann	@@@noun::maMgalavAsI
Marx	@@@noun::mArksa
Marxism	@@@noun::mArksavAxa
Marxist	@@@adjective::mArksavAXI@@@noun::mArksavAxI
Mary	@@@noun::merI
Mason	@@@noun::gupwa_saMsWA_kA_saxasya
Masonic	@@@adjective::gupwa_saMsWA_ke_saxasya_saMbaMXI
Maugham	@@@noun::mOma
May	@@@noun::maII/maI/vasanwa
Mayday	@@@noun::vipawwi-saMkewa
Mazdaism	@@@noun::mAjZxA_Xarma
McCoy	@@@noun::vAswavika_vaswu
McKinley	@@@noun::mEkinalI
Mecca	@@@noun::makkA/AkarRaNa_kA_keMxra-sWala
Med	@@@noun::BUmaXyasAgara/mEditereniyana_samuxra
Medicaid	@@@noun::cikiwsA_sahAyawA
Medicare	@@@noun::cikiwsA_sahAyawA
Mediterranean	@@@adjective::BUmaXyasAgarIya@@@noun::BUmaXyasAgara
Mercury	@@@noun::marakyurI/buXa_graha
Mesa	@@@noun::mIsA
Messiah	@@@noun::masIhA/IsA_masIha
Messrs	@@@noun::sarvaSrI
Met	@@@noun::mOsama_viBAga
Methedrine	@@@noun::meWidrIna
Methodism	@@@noun::niyamavAxa
Methodist	@@@adjective::niyamavAxI@@@noun::niyamavAxI
Metro	@@@adjective::mahAnagarIya
Mexico	@@@noun::mEksiko
Mick	@@@noun::AiriSa_vyakwi
Mickey	@@@noun::AiriSa_vyakwi
Microsoft	@@@noun::Microsoft
Midland	@@@noun::midalEMda
Midlands	@@@noun::midlEMdsa
Midway	@@@noun::midave
Midwest	@@@noun::maXyowwara_amarIkA
Milan	@@@noun::milAna
Milquetoast	@@@noun::poMgA
Miri	@@@noun::mirI
Mirish	@@@noun::mirISa
Miss	@@@noun::kumArI
Mn	@@@noun::mEMganIjZa
MoD	@@@noun::rakRA_maMwrAlaya
Mobile	@@@noun::mobAila
Moghul	@@@noun::mugala
Mohammed	@@@noun::hajarawa_muhammaxa
Monday	@@@noun::somavAraa/somavAra
Mongol	@@@adjective::maMgolI@@@noun::maMgolI/maMgola
Mongolian	@@@adjective::maMgolI@@@noun::maMgolI/maMgola
Monsieur	@@@noun::SrImAna
Moor	@@@noun::mUra
Moorish	@@@adjective::mUroM_kA
Moresque	@@@adjective::mUroM_kA
Morocco	@@@noun::morakko
Moscow	@@@noun::mAsko
Moslem	@@@adjective::muslima@@@noun::musalamAna
Mr	@@@adjective::SrI@@@noun::srImAna
Mrs	@@@noun::SrImawI
Ms	@@@noun::suSrI
Mt	@@@noun::parvawa
Muhammad	@@@noun::hajarawa_muhammaxa
Murderous	@@@adjective::hiMsra
Muse	@@@noun::myUjZa
Muslim	@@@adjective::muslima/musalamAna@@@noun::musalamAna
Myanmar	@@@noun::myAzmAra
NAAFI	@@@noun::nAPZI
NASA	@@@noun::nAsA/amarIkA_kA_aMwarikRa_kAryAlaya
NATO	@@@noun::nAto/uwwarI_atalAMtika_saMXi_saMgaTana
NB	@@@PHRASE::XyAna_xIjiye
NBC	@@@noun::ena_bI_sI
NCO	@@@noun::ena_sI_o
NE	@@@noun::uwwara-pUrva
NFL	@@@noun::ena_ePZa_ela
NHS	@@@noun::ena_eca_esa
NI	@@@noun::ena_AI
NRA	@@@noun::ena_Ara_e
NSPCC	@@@noun::ena_esa_pI_sI_sI
NW	@@@noun::uwwara-paScima
NY	@@@noun::nyU_yarka
NYC	@@@noun::nyU_yarka_sitI
NZ	@@@noun::nyU_jZIlEMda
Naafi	@@@noun::nAPZI
Nabu	@@@noun::nebU
Naga	@@@noun::nAga
Namibia	@@@noun::nAmIbiyA
Nazi	@@@adjective::nAjZI@@@noun::nAjZI_pArtI/nAjZI/jAwivAxI
Naziism	@@@noun::nAjZIvAxa
Nazism	@@@noun::nAjZIvAxa
Neandertal	@@@noun::niyEndaraWala_mAnava
Neanderthal	@@@adjective::purAwanapaMWI/niyEndaraWala/asaBya@@@noun::niyEndaraWala_mAnava
Nebo	@@@noun::nebo
Negress	@@@noun::nIgro_mahilA/nIgro_ladZakI
Negro	@@@adjective::nIgro_saMbaMXI@@@noun::nIgro
Negroid	@@@noun::nIgro
Nemesis	@@@noun::nemesis
Neolithic	@@@noun::navapARANa_yuga
Neptune	@@@noun::varUNa/nepcUna
Netherlands	@@@noun::nIxaralEMdsa
Newcastle	@@@noun::nyUkAsila
Nicaragua	@@@noun::nikarAguA
Nicaraguan	@@@adjective::nikarAguA_kA@@@noun::nikarAguAI
Nobel	@@@noun::nobela
Noel	@@@noun::krisamasa
Nordic	@@@adjective::uwwarI_yUropa_ke_xeSoM_se_saMbaMXiwa/nardika
Norman	@@@adjective::narmana_SElI_kA/narmana_logoM_se_saMbaMXiwa
Northampton	@@@noun::narWEMptana
Northerner	@@@noun::uwwarI_amerikA-vAsI
Norway	@@@noun::nArve
November	@@@noun::navaMbaraa
Nyasaland	@@@noun::nyAsAlEMda
OAS	@@@noun::o_e_esa
OBE	@@@noun::o_bI_I
OCHA	@@@noun::ocA
ODCCP	@@@noun::o_dI_sI_sI_pI
OECD	@@@noun::o_I_sI_dI
OHCHR	@@@noun::o_eca_sI_eca_Ara
OPEC	@@@noun::o_pI_I_sI
OS	@@@noun::o_esa
OU	@@@noun::mukwa_viSvavixyAlaya
Obadiah	@@@noun::obadAyA
Occident	@@@noun::paScima
Occidental	@@@noun::paScimavAsI/OYksideMtala
Octoberfest	@@@noun::aktUbaraPZesta
Oktoberfest	@@@noun::aktUbaraPZesta
Olimpic	@@@adjective::oliMpiyA_saMbaMXI
Olympiad	@@@noun::xo_oliMpika_KeloM_ke_bIca_kA_aMwarAla/oliMpiyAda/aMwarrARtrIya_vijFAna_prawiyogiwA
Olympian	@@@adjective::xivya/SAnaxAra/oliMpiyA_ke_xevawAoM_se_saMbaMXiwa/oliMpiyA_kA@@@noun::oliMpika_xevawA/oliMpika_KilAdZI
Olympics	@@@noun::olaMpika
Orient	@@@noun::pUrvI_xeSa
Oriental	@@@noun::pUrva-vAsI
Oscar	@@@noun::OYskara
Osmanli	@@@noun::usmAna_vaMSI_wurka
Ostwald	@@@noun::ostavAlda
Ottoman	@@@adjective::usmAna_rAjavaMSIya@@@noun::usmAna_vaMsa_kA_wurka/usmAna_rAjavaMSa
Ouranos	@@@noun::varuNa
Owen	@@@noun::ovana
Oxbridge	@@@noun::OYksabrija
Oxon	@@@noun::OYksOna
PA	@@@noun::nijI_sahAyaka
PAYE	@@@noun::upArjana-karaBugawAna_vyavasWA
PDA	@@@noun::pI_dI_e
PGCE	@@@noun::SikRASAswra_meM_snAwakowwara_sartiPiketa_korsa
PM	@@@noun::praXAna-maMwrI
POW	@@@noun::pI_o_dablyU
PPC	@@@noun::pI_pI_sI
PS	@@@noun::punaSca
PT	@@@adjective::aMSakAlika@@@noun::pI_tI
PTA	@@@noun::pI_tI_e
PTO	@@@noun::kq._pa._u.
PVA	@@@noun::pI_vI_e
PVC	@@@noun::pI_vI_sI
Pacific	@@@adjective::praSAMwa_mahAsAgarIya@@@noun::praSAMwa_mahAsAgara
Paddy	@@@noun::AiriSa_vyakwi
Page	@@@noun::peja
Paisley	@@@noun::pejZlI
Pakistan	@@@noun::pAkiswAna
Palaeolithic	@@@noun::purApARANa_yuga
Paleolithic	@@@noun::purApARANa_yuga
Palestinian	@@@adjective::PZiliswInI@@@noun::PZiliswInI
Panama	@@@noun::panAmA_topI/panAmA
Pandava	@@@noun::pANdava/pAMdava
Panicum	@@@noun::xUrvA/xUba/jayA
Panjabi	@@@adjective::paMjAbI@@@noun::paMjAbI
Paraguay	@@@noun::pErAgve
Parcheesi	@@@noun::lUdo
Parijataka	@@@noun::pArijAwaka
Paris	@@@noun::perisa
Parisian	@@@adjective::perisa_kA@@@noun::perisavAsI
Parmesan	@@@noun::pArmIjZEna
Parousia	@@@noun::IsA_masIha_kA_xubArA_Agamana
Parsee	@@@noun::pArasI
Parsi	@@@noun::pArasI
Parvati	@@@noun::pArvawI
Pashto	@@@noun::paSwo
Pashtu	@@@noun::paSwu
Passover	@@@noun::pAsaovara
Paxto	@@@noun::paSwo
Peke	@@@noun::pIka
Pekinese	@@@noun::pIkinIjZa
Pekingese	@@@noun::pIkinIjZa
Pentecost	@@@noun::peMtikosta
Pentecostal	@@@adjective::peMtikosta_parva_se_saMbaMXiwa@@@noun::peMtikosta_kA_anuyAyI
Pentecostalist	@@@noun::peMtikosta_kA_anuyAyI
Perennially	@@@adverb::pUre_varRa
Peripatetic	@@@noun::araswUvAxI
Periwinkle	@@@noun::saxAbahAra/GoMGA
Persian	@@@adjective::parSiyA_kA@@@noun::IrAnI
Perspex	@@@noun::parsapeksa
Pharaoh	@@@noun::PZero/prAcIna_misra_kA_rAjA
Pharaonic	@@@adjective::PZero_saMbaMXI
Pharisee	@@@noun::PZErIsI/GamaMdI/prAcIna_yahUxI_samparraxAya_kA_saxasya/xiKAvatI_nEwika_AcaraNa
Philistine	@@@adjective::PiliswInI@@@noun::PiliswInI
Philo	@@@adjective::premI
Phoenix	@@@noun::PZIniksa
Phosphorus	@@@noun::Sukra_graha
Pig	@@@verb::bahuwa_KAnA
Pilaf	@@@noun::pulAva
Pilchard	@@@noun::eka_CotI_samuxrI_maCalI
Pinball	@@@noun::pinabAla{eka_prakAra_kA_Kela}
Piper	@@@noun::pAipara
Piscean	@@@adjective::mIna_rASi_se_saMbaMXIwa
Pisces	@@@noun::mIna_rASi_meM_uwpanna_vyakwi/mIna_rASi
Plasticine	@@@noun::plAstisIna
Platonic	@@@adjective::pleto_kA
Pluto	@@@noun::plUto
Poland	@@@noun::polEMda
Polaroid	@@@noun::polarAida_PZoto/polarAida_PZilma/polarAida
Polaroids	@@@noun::poaraida_XuPa-caSmA
Polka	@@@noun::pUravI_yUropa_kA_eka_jZinxAxila_nqwya
Porter	@@@noun::portara
Portugal	@@@noun::purwagAla
Positivism	@@@noun::prawyakRavAxa
Posy	@@@noun::puRpagucCa
Prague	@@@noun::prAga
Presbyterian	@@@adjective::pAxarI_saMGa_SAsiwa_giraje_kA@@@noun::presbiteriyana/pAxarI_saMGa_SAsiwa_giraje_kA_saxasya
Presbyterianism	@@@noun::presbiteriyanavAxa
Protestantism	@@@noun::protestEMta_Xarma
Providence	@@@noun::providensa
Prussia	@@@noun::praSiyA
Psyche	@@@noun::sAikI
Pt	@@@noun::pI_tI/pAiMta/paiMta/baMxaragAha/BAga
Pte	@@@noun::sAmAnya_sEnika
Pu	@@@noun::pI_yU
Pullman	@@@noun::pulamEna
Punjabi	@@@adjective::paMjAbI@@@noun::paMjAbI
Punk	@@@noun::paMka
Pythia	@@@noun::pAiWiyA
Python	@@@noun::pAiWana
Pythoness	@@@noun::pAiWanesa
QED	@@@noun::kyU_I_dI
Quaderagesima	@@@noun::leMta_kA_pahalA_ravivAra
Quaker	@@@noun::kvekara
Quiche	@@@noun::kISa_BARA/kISa
Quran	@@@noun::kurAna
RAC	@@@noun::Ara_e_sI
RAF	@@@noun::rayala_eyara_PZorsa
RAM	@@@noun::rEma
RC	@@@noun::Ara_sI
RE	@@@noun::Xarma-SikRA
RM	@@@noun::SAhI_nOsenA
RN	@@@noun::SAhI_nOsenA/paMjIkqwa_narsa
RNA	@@@noun::Ara_ena_e
RNLI	@@@noun::SAhI_rARtrIya_jIvananOkA_saMsWA
ROM	@@@noun::rama
RSA	@@@noun::Ara_esa_e
RSC	@@@noun::Ara_esa_sI
RSPB	@@@noun::Ara_esa_pI_bI
RSPCA	@@@noun::Ara_esa_pI_sI_e
RSVP	@@@noun::Ara_esa_vi_pI
RUC	@@@noun::Ara_yU_sI
Raffia	@@@noun::wAdZavqkRa
Ram	@@@noun::rAma
Ramadan	@@@noun::ramajZAna
Ramsons	@@@noun::jaMgalI_lahasuna
Ranger	@@@noun::reMjara
Rangoon	@@@noun::raMgUna
Raphia	@@@noun::wAdZavqkRa
Rd	@@@noun::mArga
Reaper	@@@noun::mqwyu
Redeemer	@@@noun::uxXArakarwA/mukwixAwA
Reef	@@@noun::rIPZa
Regent	@@@adjective::prawiSAsana_vyavasWApaka
Reich	@@@noun::rAika/jarmana_rAjya
Renaissance	@@@noun::punarjAgaraNa_kAla
Rep	@@@noun::vikraya_prawiniXi
Reverend	@@@noun::revareMda
Rhodesia	@@@noun::rodeSiyA
Richmond	@@@noun::richmaMda
Riviera	@@@noun::uRNa_watIya_kRewra
Rococo	@@@adjective::awyalaMkqwa@@@noun::rokoko/awyaXika_alaMkaraNa_kI_SElI
Roentgen	@@@noun::raMtajena
Rogers	@@@noun::rOjarsa
Roma	@@@noun::romAA/KAnAbaxoSa/jipsI
Roman	@@@adjective::romana_kEWolika_carca_saMbaMXI/romana_akRara-SElI_kA/romama_kEWolikavAxI/prAcIna_romI/AXunika_romI@@@noun::romana_SElI/prAcIna_romavAsI/AXunika_romavAsI
Romance	@@@adjective::romAnsa
Romanesque	@@@adjective::romana_sWApawya_SElI_saMbaMXI@@@noun::romana_sWApawya_SElI
Romani	@@@adjective::romaNI
Romania	@@@noun::romAniA
Romanist	@@@adjective::romama_kEWolikavAxI
Romantic	@@@adjective::svacCaMxawAvAxI
Romany	@@@adjective::romaNI@@@noun::romaNI_BARA/romaNI/KAnAbaxoSa/jipsI
Rome	@@@noun::roma
Rommany	@@@noun::KAnAbaxoSa/jipsI
Rontgen	@@@noun::raMtajena
Rottweiler	@@@noun::ratavelara
Roundhead	@@@noun::rAuMda-hEda
Rugby	@@@noun::ragbI_PutabAla
Ruritania	@@@noun::rUritAniyA
Ruritanian	@@@adjective::rUritAniyAI/romAMcaka@@@noun::rUritAniyA_nivAsI/rUritAniyAI
Russia	@@@noun::rUsa
Russian	@@@adjective::rUsI/rUsa_saMbaMXI@@@noun::rUsI/rUsa_vAsI/rUsavAsI
SA	@@@noun::xakRiNI_aPZrIkA/esa_e
SALT	@@@noun::salta
SASE	@@@noun::esa_e_esa_I
SDLP	@@@noun::esa_dI_ela_pI
SE	@@@adjective::xakRiNa-pUrvIya@@@noun::xa.pU.
SEC	@@@noun::seka
SI	@@@noun::esa_AI
SNP	@@@noun::esa_ena_pI
SOB	@@@noun::kamInA
SOD	@@@noun::esa_o_dI
SOS	@@@noun::wawkAla_maxaxa_ke_lie_pukAra/saMkata_saMxeSa
SS	@@@noun::esa_esa
STG	@@@noun::esa_tI_gI
SW	@@@noun::xa.pa./laGu_waraMga
Sabbatum	@@@noun::SanivAra
Sagittarius	@@@noun::Xanu_rASi/XanurAkAra_rASicakrIya_wArAmaNdala/Xanu
Salmon	@@@noun::sEmana_naxI
Samaritan	@@@noun::neka_AxamI
Saragossa	@@@noun::sAragOjZA
Saraswati	@@@noun::sarasvawI
Sat	@@@noun::SanivAra
Satan	@@@noun::SEwAna
Satanism	@@@noun::SEwAnavAxa
Satanist	@@@noun::SEwAnavAxI/SEwAnapUjaka
Saturday	@@@noun::SanivAra
Saturn	@@@noun::Sani_xeva/Sani_graha
Saudi	@@@adjective::arabI@@@noun::araba
Sauk	@@@noun::sAka
Savannah	@@@noun::savAnA
Savior	@@@noun::uxXArakarwA/mukwixAwA
Saviour	@@@noun::uxXArakarwA/mukwixAwA
Saxon	@@@adjective::sEksana@@@noun::sEksana
Scandinavia	@@@noun::skEMdineviyA
Scholastic	@@@noun::xArSanika
Schutzstaffe	@@@noun::SutjZstAPZa
Scorpio	@@@noun::vqScika_rASi_meM_uwpanna_vyakwi/vqScika_rASi/vqScikAkAra_rASicakrIya_wArAmaNdala
Scorpion	@@@noun::vqScika_rASi_meM_uwpanna_vyakwi/vqScika_rASi
Scorpius	@@@noun::vqScikAkAra_rASicakrIya_wArAmaNdala
Scot	@@@noun::skatalENdavAsI
Scotch	@@@adjective::skatalENda_kA@@@noun::skaca_vhiskI
Scotchman	@@@noun::skatalENdavAsI
Scotland	@@@noun::skOtalEMda
Scots	@@@adjective::skatalENda_kA/skatalEMda_saMbaMXI@@@noun::skatalEMda_vAsI/skatalEMda_kI_BARA/skatalEMda_kI_aMgrejEYI
Scotsman	@@@noun::skatalENdavAsI
Scotswoman	@@@noun::skatalENdI_mahilA
Scott	@@@noun::skOta
Scottish	@@@adjective::skOtalEMda_kA/skatalENda_kA/skatalEMda_kA@@@noun::skOtalEMda_kI_aMgrejZI/skatalEMda_vAsI/skaca_BARA
Scouse	@@@adjective::skAusa@@@noun::skAusa
Scouser	@@@noun::skAusara/livarapUla_vAsI
Scoutmaster	@@@noun::bAlacara_newA
Scrabble	@@@noun::skrEbala
Scripture	@@@noun::bAibila
Sculptor	@@@noun::skalptara_wArAmaNdala
Se	@@@noun::esa_I
Secession	@@@noun::pArWakya
Sectral	@@@noun::sektrala
Seeland	@@@noun::sIlEMda
Sellotape	@@@noun::selotepa
Semitic	@@@adjective::sAmI_saMbaMXI/sAmI@@@noun::sAmI
Semtex	@@@noun::semteksa
Sen	@@@noun::sInetara
September	@@@noun::siwambara
Shabuoth	@@@noun::peMtikosta
Shah	@@@noun::SAha
Shakespeare	@@@noun::Seksapiyara
Shanghai	@@@noun::SaMGAI
Shavous	@@@noun::peMtikosta
Shavuot	@@@noun::peMtikosta
Shavuoth	@@@noun::peMtikosta
Shetland	@@@noun::SetalENdI_kuwwA/SetalENda
Shinto	@@@noun::Sinwo_Xarma
Shockley	@@@noun::SOklI
Shyam	@@@noun::SyAma
Shylock	@@@noun::sUxaKora/SAilaka
Siamese	@@@adjective::syAmI_logoM_kA/syAmI_BARA_k/syAmI@@@noun::syAmI_billI/syAmI
Siddhartha	@@@noun::sixXArWa
Sikh	@@@adjective::sikKa@@@noun::sikKa
Sikhism	@@@noun::sikKa_Xarma
Sikkim	@@@noun::sikkima
Sion	@@@noun::sAyana/AxarSa_rAjya
Sjaelland	@@@noun::SalAna
Slav	@@@adjective::slAvaBARI@@@noun::slAva
Slavic	@@@adjective::slAvI@@@noun::slAva_BARA
Slavonic	@@@adjective::slAvI@@@noun::slAva_BARA
Snake	@@@noun::sneka
Somalia	@@@noun::somAliyA
Sombrero	@@@noun::saMbrero
Southampton	@@@noun::sAuWEmptana
Southeast	@@@noun::xakRiNa-pUrva_amarIkA
Southerner	@@@noun::xakRiNa_amarIkAvAsI
Southwest	@@@noun::xakRiNa_paScima_amarIkA
Southwestern	@@@noun::xakRiNa_paScimI_bolI
Soviet	@@@adjective::soviyawa_saMGIya
Spain	@@@noun::spena
Spam	@@@noun::spEma
Spandex	@@@noun::spEndeksa
Spanish	@@@adjective::spenI/spena_saMbaMXI@@@noun::spenI_BARA/spenI/spena_vAsI
Sparta	@@@noun::spArwA
Spartan	@@@adjective::spArwA_kA@@@noun::spArwI
Sphinx	@@@noun::sPZiMksa
St	@@@noun::saMwa
Stalingrad	@@@noun::swAlinagrAxa
Stalinism	@@@noun::swAlinavAxa
Stateside	@@@adjective::amerIkA_kI_waraPZa_kA@@@adverb::amerIkA_kI_waraPZa
Stilton	@@@noun::stiltana
Stoic	@@@adjective::stoikavAxI@@@noun::stoikavAxI
Stoker	@@@noun::stokara
Strand	@@@noun::strEMda
Sturmarbeiteilung	@@@noun::sturmArbAitAiluMg
Stygian	@@@adjective::stiksa_jEsA/nArakIya
Styrofoam	@@@noun::stAiroPZoma
Styron	@@@noun::stAirana
Styx	@@@noun::stiksa
Sukarno	@@@noun::sukarno
Sunday	@@@noun::ravivArIya_aMka/ravivAra
Surrey	@@@noun::sarI
Sussex	@@@noun::saseksa
Suzhu	@@@noun::sujZu
Swede	@@@noun::svIdanavAsI
Sweden	@@@noun::svIdana
Swedish	@@@adjective::svIdana_saMbaMXI/svIdana_kA@@@noun::svIdiSa_BARA/svIdiSa/svIdana_vAsI/svIdanavAs
Swiss	@@@adjective::svitjZaralEMda_saMbaMXI/svitjZaralEMda_kA/svisa@@@noun::svitjZaralEMda_vAsI/svisa_BARA
Switzerland	@@@noun::svitjZaralEMda
Sydney	@@@noun::sidanI
TA	@@@noun::snAwaka_aXyApana-sahAyaka/prAxeSika_senA/aXyApana_sahAyaka
TAT	@@@noun::kaWyaparaka_mUlyAMkana_parIkRA
TB	@@@noun::tI_bI
TDS	@@@noun::tI_dI_esa
TEFL	@@@noun::tI_I_ePZa_ela
TELECOMS	@@@noun::telIkamsa
TUC	@@@noun::tI_yU_sI
TV	@@@noun::xUraxarSana/tI_vI
Ta	@@@noun::tI_e
Tabasco	@@@noun::tabEsko
Tabernacle	@@@noun::mOramana_maMxira/asWAyI_upAsanAgqha
Taft	@@@noun::tEPZta
Tai	@@@adjective::WAI_BARA_k/WAI@@@noun::WAI
Talwin	@@@noun::tAlvina
Tanaka	@@@noun::tanakA
Tang	@@@noun::tEMga
Tannoy	@@@noun::XvanikRepaka/lAudaspIkara
Tanzania	@@@noun::waMjZAniyA
Tarmac	@@@noun::wArakolI_rodZI
Tartar	@@@noun::wAwAra
Tasman	@@@noun::tEjZamana
Tatar	@@@noun::wAwAra
Taurean	@@@adjective::vqRa_rASi_kA@@@noun::vqRa_rASi_meM_janmA_vyakwi
Taurus	@@@noun::vqRa_rASi_meM_janmA_vyakwi/vqRa_rASi/vqRAkAra_rASicakrIya_wArAmaNdala
Taylor	@@@noun::telara
Technicolor	@@@noun::teknIkalara
Ted	@@@noun::tEda
Teflon	@@@noun::tePZlana
Telefonica	@@@noun::telIPonikA
Tereshkova	@@@noun::wereSkovA
Tertiary	@@@noun::wqwIya_yuga
Terylene	@@@noun::terIlIna
Testament	@@@noun::testAmeMta
Teutonic	@@@adjective::tyUtAnI/jarmana
Texan	@@@adjective::teksasa_kA@@@noun::teksasavAsI
Texas	@@@noun::teksasa
Thackeray	@@@noun::WEkare
Thai	@@@adjective::WAI_logoM_kA/WAI_BARA_k/WAI@@@noun::WAI
Thames	@@@noun::temsa
Thanksgiving	@@@noun::WEMksagiviMga
Thermos	@@@noun::Warmasa
Thespian	@@@noun::aBinewA
Thursday	@@@noun::guruvAra/bqhaspawivAra
Ti	@@@noun::tI_AI
Tigers	@@@noun::tAigarsa
Tindale	@@@noun::tindela
Titan	@@@noun::tAitana
Tokyo	@@@noun::tokiyo
Tory	@@@adjective::anuxAravAxI@@@noun::torI/anuxAravAxI
Toryism	@@@noun::torIvAxa
Transfiguration	@@@noun::xIpwisPuraNa/trAMsaPZigareSana
Transportation	@@@noun::parivahana_viBAga
Triangle	@@@noun::trAyeMgala
Triangulum	@@@noun::trAyeMgala
Trojan	@@@adjective::traya_kA@@@noun::trayavAsI
Trot	@@@noun::tratskIvAxI
Trotsky	@@@noun::tratskI
Trotskyism	@@@noun::tratskIvAxa
Trotskyist	@@@noun::tratskIvAxI
Trotskyite	@@@noun::tratskIvAxI
Tsaritsyn	@@@noun::jZArIwsina
Tuesday	@@@noun::maMgalavAra
Turkey	@@@noun::wurkI/tarkI
Turkish	@@@adjective::wurkI@@@noun::wurkI_BARA/wurkI
Twin	@@@noun::tvina
Tyndale	@@@noun::tindela
U	@@@adjective::uccavargIya@@@noun::yU
UAE	@@@noun::saMyukwa_araba_amIrAwa
UCAS	@@@noun::yUkEsa
UFO	@@@noun::ajFAwa_udZana-vaswu
UHF	@@@noun::awi_ucca_Avqwwi
UK	@@@noun::yU_ke
UN	@@@noun::yU_ena
UNCHS	@@@noun::yU_ena_sI_eca_esa
UNCTAD	@@@noun::aMkatAda
UNDP	@@@noun::yU_ena_dI_pI
UNEP	@@@noun::yU_ena_I_pI
UNESCO	@@@noun::yUnesko
UNFIP	@@@noun::anaPZipa
UNFPA	@@@noun::yU_ena_ePZa_pI_e
UNHCR	@@@noun::yU_ena_eca_sI_Ara
UNICC	@@@noun::yU_ena_AI_sI_sI
UNICEF	@@@noun::yUnisePZa
UNICRI	@@@noun::yUnikrAi
UNIDIR	@@@noun::yUnidira
UNIDO	@@@noun::yUnido
UNIFEM	@@@noun::yUniPZema
UNITAR	@@@noun::yUnitAra
UNL	@@@noun::yU_ena_ela
US	@@@noun::yU_esa
USA	@@@noun::yU_esa_e
USACIL	@@@noun::yU_esa_e_sI_AI_ela
USAF	@@@noun::yU_esa_e_ePZa
USDA	@@@noun::yU.esa.dI.e.a
USN	@@@noun::yU_esa_ena
USS	@@@noun::yU_esa_esa
USSR	@@@noun::yU_esa_esa_Ara
UV	@@@noun::parA-bEMganI_vikiraNaa
Ulster	@@@noun::alstara
Unesco	@@@noun::yUnesko
Union	@@@noun::saMGa/aMwarrARtrIya_xUrasaMcAra_saMGa
Unionist	@@@noun::saMGavAxI
Unitarian	@@@adjective::ekeSvaravAxI/axvEwavAxI@@@noun::ekeSvaravAxI/axvEwavAxI
Unitarianism	@@@noun::ekeSvaravAxa/axvEwavAxa
Uralic	@@@noun::yUralI
Urals	@@@noun::yUralsa
Urania	@@@noun::yUreniyA
Uranius	@@@noun::uraNa
Uranus	@@@noun::yUrenasa/varuNa/aruNa
Urdu	@@@adjective::urxU_kA@@@noun::urxU
Usbeg	@@@noun::ujZbeka
Usbek	@@@noun::ujZbeka
Utopia	@@@noun::nil/yUtopiyA/AxarSa_rAjya/AxarSa-rAjya
Utopian	@@@adjective::yUtopiyA_saMbaMXI/AxarSavAxI@@@noun::AxarSavAxI_samAja-suXAraka
Utopianism	@@@noun::AxarSavAxa
Uzbak	@@@noun::ujZbeka
Uzbeg	@@@noun::ujZbeka
Uzbek	@@@noun::ujZbeka
Uzbekistan	@@@noun::ujZbekiswAna
V	@@@noun::volta/vI-AkAra/vI/paMcama/V-Akqwi
VAT	@@@noun::vEta
VC	@@@noun::vI_sI
VCR	@@@noun::vI_sI_Ara
VD	@@@noun::yOna_roga
VDU	@@@noun::vI_dI_yU
VHF	@@@noun::awyucca_rediyo_Avqwwi
VII	@@@noun::sAwa/sapwa
VIP	@@@noun::vI_AI_pI
Vaishnava	@@@adjective::vERNava@@@noun::vERNava
Vaishnavism	@@@noun::vERNavavAxa
Vaisnavism	@@@noun::vERNavavAxa
Valetta	@@@noun::vEletA
